id;name;type;district_id;latitude;longitude
00001;"Phúc Xá";Phường;001;21.0478;105.848
00004;"Trúc Bạch";Phường;001;21.0472;105.839
00006;"Vĩnh Phúc";Phường;001;21.0436;105.808
00007;"Cống Vị";Phường;001;21.0356;105.808
00008;"Liễu Giai";Phường;001;21.0392;105.816
00010;"Nguyễn Trung Trực";Phường;001;21.0433;105.845
00013;"Quán Thánh";Phường;001;21.0406;105.84
00016;"Ngọc Hà";Phường;001;21.04;105.823
00019;"Điện Biên";Phường;001;21.0344;105.835
00022;"Đội Cấn";Phường;001;21.0361;105.825
00025;"Ngọc Khánh";Phường;001;21.0311;105.808
00028;"Kim Mã";Phường;001;21.0314;105.822
00031;"Giảng Võ";Phường;001;21.0283;105.816
00034;"Thành Công";Phường;001;21.0214;105.814
00037;"Phúc Tân";Phường;002;21.0381;105.855
00040;"Đồng Xuân";Phường;002;21.0394;105.848
00043;"Hàng Mã";Phường;002;21.0381;105.845
00046;"Hàng Buồm";Phường;002;21.0364;105.851
00049;"Hàng Đào";Phường;002;21.0353;105.848
00052;"Hàng Bồ";Phường;002;21.0358;105.846
00055;"Cửa Đông";Phường;002;21.0333;105.844
00058;"Lý Thái Tổ";Phường;002;21.0322;105.853
00061;"Hàng Bạc";Phường;002;21.0336;105.851
00064;"Hàng Gai";Phường;002;21.0331;105.847
00067;"Chương Dương Độ";Phường;002;21.0272;105.86
00070;"Hàng Trống";Phường;002;21.0297;105.849
00073;"Cửa Nam";Phường;002;21.0261;105.841
00076;"Hàng Bông";Phường;002;21.0294;105.844
00079;"Tràng Tiền";Phường;002;21.0261;105.853
00082;"Trần Hưng Đạo";Phường;002;21.0239;105.845
00085;"Phan Chu Trinh";Phường;002;21.0225;105.856
00088;"Hàng Bài";Phường;002;21.0222;105.85
00091;"Phú Thượng";Phường;003;21.0856;105.807
00094;"Nhật Tân";Phường;003;21.0783;105.823
00097;"Tứ Liên";Phường;003;21.0686;105.836
00100;"Quảng An";Phường;003;21.0617;105.823
00103;"Xuân La";Phường;003;21.0614;105.803
00106;"Yên Phụ";Phường;003;21.0547;105.838
00109;Bưởi;Phường;003;21.0547;105.811
00112;"Thuỵ Khuê";Phường;003;21.0461;105.823
00115;"Thượng Thanh";Phường;004;21.0669;105.881
00118;"Ngọc Thuỵ";Phường;004;21.0633;105.857
00121;"Giang Biên";Phường;004;21.0672;105.918
00124;"Đức Giang";Phường;004;21.0661;105.896
00127;"Việt Hưng";Phường;004;21.0547;105.901
00130;"Gia Thuỵ";Phường;004;21.0517;105.888
00133;"Ngọc Lâm";Phường;004;21.0478;105.874
00136;"Phúc Lợi";Phường;004;21.0419;105.924
00139;"Bồ Đề";Phường;004;21.0358;105.869
00142;"Sài Đồng";Phường;004;21.0347;105.911
00145;"Long Biên";Phường;004;21.0192;105.886
00148;"Thạch Bàn";Phường;004;21.0222;105.917
00151;"Phúc Đồng";Phường;004;21.0408;105.894
00154;"Cự Khối";Phường;004;21.0067;105.9
00157;"Nghĩa Đô";Phường;005;21.05;105.799
00160;"Nghĩa Tân";Phường;005;21.0481;105.786
00163;"Mai Dịch";Phường;005;21.0358;105.773
00166;"Dịch Vọng";Phường;005;21.035;105.791
00167;"Dịch Vọng Hậu";Phường;005;21.0361;105.783
00169;"Quan Hoa";Phường;005;21.0361;105.799
00172;"Yên Hoà";Phường;005;21.0233;105.791
00175;"Trung Hoà";Phường;005;21.0103;105.799
00178;"Cát Linh";Phường;006;21.0286;105.826
00181;"Văn Miếu";Phường;006;21.0272;105.836
00184;"Quốc Tử Giám";Phường;006;21.0272;105.83
00187;"Láng Thượng";Phường;006;21.0233;105.803
00190;"Ô Chợ Dừa";Phường;006;21.0222;105.822
00193;"Văn Chương";Phường;006;21.0244;105.834
00196;"Hàng Bột";Phường;006;21.0233;105.829
00199;"Láng Hạ";Phường;006;21.0175;105.81
00202;"Khâm Thiên";Phường;006;21.0206;105.837
00205;"Thổ Quan";Phường;006;21.0189;105.831
00208;"Nam Đồng";Phường;006;21.0153;105.829
00211;"Trung Phụng";Phường;006;21.0172;105.836
00214;"Quang Trung";Phường;006;21.0128;105.823
00217;"Trung Liệt";Phường;006;21.0117;105.821
00220;"Phương Liên";Phường;006;21.0125;105.835
00223;"Thịnh Quang";Phường;006;21.0097;105.816
00226;"Trung Tự";Phường;006;21.0072;105.831
00229;"Kim Liên";Phường;006;21.0075;105.833
00232;"Phương Mai";Phường;006;21.0039;105.836
00235;"Ngã Tư Sở";Phường;006;21.0061;105.815
00238;"Khương Thượng";Phường;006;21.0031;105.827
00241;"Nguyễn Du";Phường;007;21.0194;105.843
00244;"Bạch Đằng";Phường;007;21.0158;105.864
00247;"Phạm Đình Hổ";Phường;007;21.0161;105.856
00250;"Bùi Thị Xuân";Phường;007;21.0161;105.848
00253;"Ngô Thì Nhậm";Phường;007;21.0169;105.851
00256;"Lê Đại Hành";Phường;007;21.0133;105.844
00259;"Đồng Nhân";Phường;007;21.0128;105.855
00262;"Phố Huế";Phường;007;21.0122;105.852
00265;"Đống Mác";Phường;007;21.0122;105.857
00268;"Thanh Lương";Phường;007;21.0072;105.87
00271;"Thanh Nhàn";Phường;007;21.0069;105.854
00274;"Cầu Dền";Phường;007;21.0069;105.848
00277;"Bách Khoa";Phường;007;21.005;105.844
00280;"Đồng Tâm";Phường;007;20.9989;105.843
00283;"Vĩnh Tuy";Phường;007;20.9992;105.868
00286;"Bạch Mai";Phường;007;21.0011;105.85
00289;"Quỳnh Mai";Phường;007;21.0017;105.858
00292;"Quỳnh Lôi";Phường;007;21.0011;105.854
00295;"Minh Khai";Phường;007;20.9969;105.854
00298;"Trương Định";Phường;007;20.9964;105.846
00301;"Thanh Trì";Phường;008;20.9953;105.89
00304;"Vĩnh Hưng";Phường;008;20.9883;105.874
00307;"Định Công";Phường;008;20.9839;105.827
00310;"Mai Động";Phường;008;20.9922;105.863
00313;"Tương Mai";Phường;008;20.9883;105.848
00316;"Đại Kim";Phường;008;20.9758;105.822
00319;"Tân Mai";Phường;008;20.9836;105.848
00322;"Hoàng Văn Thụ";Phường;008;20.9872;105.858
00325;"Giáp Bát";Phường;008;20.9847;105.841
00328;"Lĩnh Nam";Phường;008;20.9769;105.897
00331;"Thịnh Liệt";Phường;008;20.9753;105.847
00334;"Trần Phú";Phường;008;20.9694;105.882
00337;"Hoàng Liệt";Phường;008;20.9631;105.835
00340;"Yên Sở";Phường;008;20.9656;105.871
00343;"Nhân Chính";Phường;009;21.0031;105.802
00346;"Thượng Đình";Phường;009;21.0003;105.814
00349;"Khương Trung";Phường;009;20.9983;105.819
00352;"Khương Mai";Phường;009;20.9953;105.827
00355;"Thanh Xuân Trung";Phường;009;20.9967;105.804
00358;"Phương Liệt";Phường;009;20.9919;105.836
00361;"Hạ Đình";Phường;009;20.9911;105.803
00364;"Khương Đình";Phường;009;20.9892;105.818
00367;"Thanh Xuân Bắc";Phường;009;20.9944;105.797
00370;"Thanh Xuân Nam";Phường;009;20.9883;105.796
00373;"Kim Giang";Phường;009;20.9833;105.811
00376;"Sóc Sơn";"Thị Trấn";016;21.2578;105.853
00379;"Bắc Sơn";Xã;016;21.3617;105.82
00382;"Minh Trí";Xã;016;21.3025;105.764
00385;"Hồng Kỳ";Xã;016;21.3153;105.847
00388;"Nam Sơn";Xã;016;21.31;105.814
00391;"Trung Giã";Xã;016;21.3122;105.879
00394;"Tân Hưng";Xã;016;21.2986;105.904
00397;"Minh Phú";Xã;016;21.2828;105.774
00400;"Phù Linh";Xã;016;21.2803;105.842
00403;"Bắc Phú";Xã;016;21.2794;105.9
00406;"Tân Minh";Xã;016;21.2689;105.869
00409;"Quang Tiến";Xã;016;21.2522;105.815
00412;"Hiền Ninh";Xã;016;21.2592;105.789
00415;"Tân Dân";Xã;016;21.2569;105.731
00418;"Tiên Dược";Xã;016;21.2492;105.845
00421;"Việt Long";Xã;016;21.2525;105.919
00424;"Xuân Giang";Xã;016;21.2456;105.899
00427;"Mai Đình";Xã;016;21.2258;105.829
00430;"Đức Hoà";Xã;016;21.2306;105.882
00433;"Thanh Xuân";Xã;016;21.2253;105.754
00436;"Đông Xuân";Xã;016;21.2164;105.866
00439;"Kim Lũ";Xã;016;21.2108;105.905
00442;"Phú Cường";Xã;016;21.2058;105.787
00445;"Phú Minh";Xã;016;21.2031;105.819
00448;"Phù Lỗ";Xã;016;21.2031;105.851
00451;"Xuân Thu";Xã;016;21.1975;105.89
00454;"Đông Anh";"Thị Trấn";017;21.1514;105.844
00457;"Xuân Nộn";Xã;017;21.1828;105.868
00460;"Thuỵ Lâm";Xã;017;21.1772;105.897
00463;"Bắc Hồng";Xã;017;21.1775;105.803
00466;"Nguyên Khê";Xã;017;21.1767;105.835
00469;"Nam Hồng";Xã;017;21.1633;105.786
00472;"Tiên Dương";Xã;017;21.1483;105.83
00475;"Vân Hà";Xã;017;21.1508;105.912
00478;"Uy Nỗ";Xã;017;21.1447;105.857
00481;"Vân Nội";Xã;017;21.1461;105.811
00484;"Liên Hà";Xã;017;21.1461;105.894
00487;"Việt Hùng";Xã;017;21.1408;105.877
00490;"Kim Nỗ";Xã;017;21.1372;105.795
00493;"Kim Chung";Xã;017;21.1342;105.774
00496;"Dục Tú";Xã;017;21.1147;105.898
00499;"Đại Mạch";Xã;017;21.1189;105.748
00502;"Vĩnh Ngọc";Xã;017;21.1117;105.824
00505;"Cổ Loa";Xã;017;21.1136;105.863
00508;"Hải Bối";Xã;017;21.1094;105.797
00511;"Xuân Canh";Xã;017;21.0964;105.85
00514;"Võng La";Xã;017;21.1092;105.768
00517;"Tầm Xá";Xã;017;21.0992;105.833
00520;"Mai Lâm";Xã;017;21.0908;105.887
00523;"Đông Hội";Xã;017;21.0867;105.867
00526;"Yên Viên";"Thị Trấn";018;21.0861;105.913
00529;"Yên Thường";Xã;018;21.105;105.916
00532;"Yên Viên";Xã;018;21.09;105.909
00535;"Ninh Hiệp";Xã;018;21.0797;105.951
00538;"Đình Xuyên";Xã;018;21.0778;105.933
00541;"Dương Hà";Xã;018;21.0647;105.931
00544;"Phù Đổng";Xã;018;21.0569;105.963
00547;"Trung Mầu";Xã;018;21.0611;105.986
00550;"Lệ Chi";Xã;018;21.0497;106.003
00553;"Cổ Bi";Xã;018;21.0331;105.938
00556;"Đặng Xá";Xã;018;21.0331;105.963
00559;"Phú Thị";Xã;018;21.0264;105.966
00562;"Kim Sơn";Xã;018;21.0281;105.991
00565;"Trâu Quỳ";"Thị Trấn";018;21.0097;105.937
00568;"Dương Quang";Xã;018;21.0081;105.988
00571;"Dương Xá";Xã;018;21.0025;105.962
00574;"Đông Dư";Xã;018;20.9961;105.912
00577;"Đa Tốn";Xã;018;20.9856;105.934
00580;"Kiêu Kỵ";Xã;018;20.98;105.949
00583;"Bát Tràng";Xã;018;20.9803;105.914
00586;"Kim Lan";Xã;018;20.9625;105.901
00589;"Văn Đức";Xã;018;20.9417;105.896
00592;"Cầu Diễn";Phường;021;21.0406;105.762
00595;"Thượng Cát";Phường;019;21.0956;105.734
00598;"Liên Mạc";Phường;019;21.0883;105.262
00601;"Đông Ngạc";Phường;019;21.0856;105.782
00604;"Thuỵ Phương";Phường;019;21.0842;105.768
00607;"Tây Tựu";Phường;019;21.0706;105.732
00610;"Xuân Đỉnh";Phường;019;21.0683;105.79
00613;"Minh Khai";Phường;019;21.0608;105.745
00616;"Cổ Nhuế 1";Phường;019;21.0603;105.773
00619;"Phú Diễn";Phường;019;21.05;105.756
00622;"Xuân Phương";Phường;021;21.0406;105.741
00625;"Mỹ Đình 1";Phường;021;21.0289;105.767
00628;"Tây Mỗ";Phường;021;21.0092;105.741
00631;"Mễ Trì";Phường;021;20.0072;105.771
00634;"Đại Mỗ";Phường;021;20.9983;105.752
00637;"Trung Văn";Phường;021;20.9939;105.78
00640;"Văn Điển";"Thị Trấn";020;20.9494;105.843
00643;"Tân Triều";Xã;020;20.9742;105.798
00646;"Thanh Liệt";Xã;020;20.9631;105.811
00649;"Tả Thanh Oai";Xã;020;20.9358;105.803
00652;"Hữu Hoà";Xã;020;20.9469;105.796
00655;"Tam Hiệp";Xã;020;20.9511;105.828
00658;"Tứ Hiệp";Xã;020;20.9469;105.853
00661;"Yên Mỹ";Xã;020;20.9431;105.874
00664;"Vĩnh Quỳnh";Xã;020;20.9328;105.829
00667;"Ngũ Hiệp";Xã;020;20.9286;105.858
00670;"Duyên Hà";Xã;020;20.9256;105.877
00673;"Ngọc Hồi";Xã;020;20.9197;105.842
00676;"Vạn Phúc";Xã;020;20.9183;105.896
00679;"Đại Áng";Xã;020;20.9117;105.818
00682;"Liên Ninh";Xã;020;20.9097;105.852
00685;"Đông Mỹ";Xã;020;20.9161;105.876
00688;"Quang Trung";Phường;024;22.8483;104.984
00691;"Trần Phú";Phường;024;22.8344;104.991
00692;"Ngọc Hà";Phường;024;NULL;NULL
00694;"Nguyễn Trãi";Phường;024;22.8181;104.973
00697;"Minh Khai";Phường;024;22.8419;105.033
00700;"Ngọc Đường";Xã;024;22.8419;105.033
00703;"Kim Thạch";Xã;030;22.7928;105.043
00706;"Phú Linh";Xã;030;22.7372;105.017
00709;"Kim Linh";Xã;030;22.7475;105.088
00712;"Phó Bảng";"Thị Trấn";026;23.2539;105.187
00715;"Lũng Cú";Xã;026;23.3583;105.313
00718;"Má Lé";Xã;026;23.3144;105.309
00721;"Đồng Văn";"Thị Trấn";026;23.2897;105.358
00724;"Lũng Táo";Xã;026;23.2833;105.271
00727;"Phố Là";Xã;026;23.2656;105.162
00730;"Thài Phìn Tủng";Xã;026;23.2622;105.299
00733;"Sủng Là";Xã;026;23.245;105.213
00736;"Xà Phìn";Xã;026;23.2581;105.249
00739;"Tả Phìn";Xã;026;23.2375;105.315
00742;"Tả Lủng";Xã;026;23.2336;105.351
00745;"Phố Cáo";Xã;026;23.2142;105.17
00748;"Sính Lủng";Xã;026;23.2147;105.279
00751;"Sảng Tủng";Xã;026;23.2067;105.236
00754;"Lũng Thầu";Xã;026;23.1883;105.168
00757;"Hố Quáng Phìn";Xã;026;23.1725;105.268
00760;"Vần Chải";Xã;026;23.1475;105.206
00763;"Lũng Phìn";Xã;026;23.1292;105.276
00766;"Sủng Trái";Xã;026;23.1236;105.249
00769;"Mèo Vạc";"Thị Trấn";027;23.1525;105.406
00772;"Thượng Phùng";Xã;027;23.2789;105.43
00775;"Pải Lủng";Xã;027;23.2422;105.39
00778;"Xín Cái";Xã;027;23.2144;105.457
00781;"Pả Vi";Xã;027;23.2056;105.399
00784;"Giàng Chu Phìn";Xã;027;23.1958;105.454
00787;"Sủng Trà";Xã;027;23.1717;105.353
00790;"Sủng Máng";Xã;027;23.1561;105.345
00793;"Sơn Vĩ";Xã;027;23.1558;105.541
00796;"Tả Lủng";Xã;027;23.1539;105.386
00799;"Cán Chu Phìn";Xã;027;23.14;105.467
00802;"Lũng Pù";Xã;027;23.1247;105.497
00805;"Lũng Chinh";Xã;027;23.1375;105.327
00808;"Tát Ngà";Xã;027;23.1017;105.419
00811;"Nậm Ban";Xã;027;23.0803;105.358
00814;"Khâu Vai";Xã;027;23.065;105.484
00815;"Niêm Tòng";Xã;027;NULL;NULL
00817;"Niêm Sơn";Xã;027;23.0311;105.426
00820;"Yên Minh";"Thị Trấn";028;23.1161;105.14
00823;"Thắng Mố";Xã;028;23.2331;105.093
00826;"Phú Lũng";Xã;028;23.2408;105.068
00829;"Sủng Tráng";Xã;028;23.2081;105.112
00832;"Bạch Đích";Xã;028;23.2061;105.046
00835;"Na Khê";Xã;028;23.1703;105.032
00838;"Sủng Thài";Xã;028;23.17;105.141
00841;"Hữu Vinh";Xã;028;23.1464;105.175
00844;"Lao Và Chải";Xã;028;23.1122;105.088
00847;"Mậu Duệ";Xã;028;23.0658;105.224
00850;"Đông Minh";Xã;028;23.0903;105.169
00853;"Mậu Long";Xã;028;23.0725;105.293
00856;"Ngam La";Xã;028;23.0461;105.173
00859;"Ngọc Long";Xã;028;22.9892;105.323
00862;"Đường Thượng";Xã;028;22.9889;105.173
00865;"Lũng Hồ";Xã;028;22.9836;105.239
00868;"Du Tiến";Xã;028;22.9217;105.29
00871;"Du Già";Xã;028;22.9244;105.2
00874;"Tam Sơn";"Thị Trấn";029;23.0711;104.97
00877;"Bát Đại Sơn";Xã;029;23.1467;104.974
00880;"Nghĩa Thuận";Xã;029;23.1469;104.913
00883;"Cán Tỷ";Xã;029;23.1019;105.044
00886;"Cao Mã Pờ";Xã;029;23.1075;104.842
00889;"Thanh Vân";Xã;029;23.1014;104.969
00892;"Tùng Vài";Xã;029;23.0761;104.883
00895;"Đông Hà";Xã;029;23.0239;105.027
00898;"Quản Bạ";Xã;029;23.0453;105.01
00901;"Lùng Tám";Xã;029;23.0375;105.085
00904;"Quyết Tiến";Xã;029;23.0044;104.967
00907;"Tả Ván";Xã;029;23.0147;104.861
00910;"Thái An";Xã;029;22.9797;105.089
00913;"Vị Xuyên";"Thị Trấn";030;22.6664;104.97
00916;"Nông Trường Việt Lâm";"Thị Trấn";030;22.6219;104.961
00919;"Minh Tân";Xã;030;22.9689;104.907
00922;"Thuận Hoà";Xã;030;22.9325;104.998
00925;"Tùng Bá";Xã;030;22.8997;105.096
00928;"Thanh Thủy";Xã;030;22.9033;104.857
00931;"Thanh Đức";Xã;030;22.89;104.141
00934;"Phong Quang";Xã;030;22.8728;104.948
00937;"Xín Chải";Xã;030;22.8633;104.775
00940;"Phương Tiến";Xã;030;22.8408;104.868
00943;"Lao Chải";Xã;030;22.8294;104.773
00946;"Phương Độ";Xã;024;22.8214;104.913
00949;"Phương Thiện";Xã;024;22.7856;104.944
00952;"Cao Bồ";Xã;030;22.7514;104.88
00955;"Đạo Đức";Xã;030;22.7344;104.973
00958;"Thượng Sơn";Xã;030;22.6767;104.833
00961;"Linh Hồ";Xã;030;22.6997;105.084
00964;"Quảng Ngần";Xã;030;22.6564;104.88
00967;"Việt Lâm";Xã;030;22.6461;104.928
00970;"Ngọc Linh";Xã;030;22.6494;105.013
00973;"Ngọc Minh";Xã;030;22.6258;105.102
00976;"Bạch Ngọc";Xã;030;22.5644;105.059
00979;"Trung Thành";Xã;030;22.5692;104.966
00982;"Minh Sơn";Xã;031;22.8489;105.207
00985;"Giáp Trung";Xã;031;22.8053;105.3
00988;"Yên Định";Xã;031;22.7961;105.11
00991;"Yên Phú";"Thị Trấn";031;22.7614;105.337
00994;"Minh Ngọc";Xã;031;22.7464;105.168
00997;"Yên Phong";Xã;031;22.7756;105.409
01000;"Lạc Nông";Xã;031;22.7442;105.256
01003;"Phú Nam";Xã;031;22.7261;105.431
01006;"Yên Cường";Xã;031;22.6856;105.366
01009;"Thượng Tân";Xã;031;22.6836;105.249
01012;"Đường Âm";Xã;031;22.6572;105.468
01015;"Đường Hồng";Xã;031;22.6392;105.411
01018;"Phiêng Luông";Xã;031;22.63;105.303
01021;"Vinh Quang";"Thị Trấn";032;22.7422;104.682
01024;"Bản Máy";Xã;032;22.8236;104.568
01027;"Thàng Tín";Xã;032;22.8178;104.639
01030;"Thèn Chu Phìn";Xã;032;22.8019;104.713
01033;"Pố Lồ";Xã;032;22.785;104.683
01036;"Bản Phùng";Xã;032;22.7889;104.573
01039;"Túng Sán";Xã;032;22.7619;104.77
01042;"Chiến Phố";Xã;032;22.7742;104.63
01045;"Đản Ván";Xã;032;22.7731;104.726
01048;"Tụ Nhân";Xã;032;22.7364;104.661
01051;"Tân Tiến";Xã;032;22.7389;104.725
01054;"Nàng Đôn";Xã;032;22.7092;104.597
01057;"Pờ Ly Ngài";Xã;032;22.7036;104.617
01060;"Sán Xả Hồ";Xã;032;22.7011;104.642
01063;"Bản Luốc";Xã;032;22.6936;104.663
01066;"Ngàm Đăng Vài";Xã;032;22.7108;104.711
01069;"Bản Nhùng";Xã;032;22.7061;104.753
01072;"Tả Sử Choóng";Xã;032;22.6758;104.763
01075;"Nậm Dịch";Xã;032;22.6669;104.697
01078;"Bản Péo";Xã;032;22.6567;104.737
01081;"Hồ Thầu";Xã;032;22.6297;104.631
01084;"Nam Sơn";Xã;032;22.6261;104.7
01087;"Nậm Tỵ";Xã;032;22.6036;104.765
01090;"Thông Nguyên";Xã;032;22.5769;104.748
01093;"Nậm Khòa";Xã;032;22.5661;104.67
01096;"Cốc Pài";"Thị Trấn";033;22.6883;104.437
01099;"Nàn Xỉn";Xã;033;22.7811;104.552
01102;"Bản Díu";Xã;033;22.7461;104.565
01105;"Chí Cà";Xã;033;22.7319;104.452
01108;"Xín Mần";Xã;033;22.76;104.499
01111;"Trung Thịnh";Xã;033;22.705;104.577
01114;"Thèn Phàng";Xã;033;22.7203;104.499
01117;"Ngán Chiên";Xã;033;22.7033;104.551
01120;"Pà Vầy Sủ";Xã;033;22.7008;104.383
01123;"Cốc Rế";Xã;033;22.675;104.517
01126;"Thu Tà";Xã;033;22.6639;104.569
01129;"Nàn Ma";Xã;033;22.655;104.427
01132;"Tả Nhìu";Xã;033;22.6703;104.486
01135;"Bản Ngò";Xã;033;22.6422;104.457
01138;"Chế Là";Xã;033;22.6258;104.515
01141;"Nấm Dẩn";Xã;033;22.5975;104.494
01144;"Quảng Nguyên";Xã;033;22.5892;104.565
01147;"Nà Chì";Xã;033;22.5261;104.473
01150;"Khuôn Lùng";Xã;033;22.5025;104.536
01153;"Việt Quang";"Thị Trấn";034;22.4272;104.804
01156;"Vĩnh Tuy";"Thị Trấn";034;22.2675;104.896
01159;"Tân Lập";Xã;034;22.5456;104.836
01162;"Tân Thành";Xã;034;22.5522;104.907
01165;"Đồng Tiến";Xã;034;22.5214;105.012
01168;"Đồng Tâm";Xã;034;22.5008;104.933
01171;"Tân Quang";Xã;034;22.4981;104.871
01174;"Thượng Bình";Xã;034;22.4769;105.033
01177;"Hữu Sản";Xã;034;22.4397;105.069
01180;"Kim Ngọc";Xã;034;22.4389;104.938
01183;"Việt Vinh";Xã;034;22.4467;104.863
01186;"Bằng Hành";Xã;034;22.4367;104.998
01189;"Quang Minh";Xã;034;22.3967;104.869
01192;"Liên Hiệp";Xã;034;22.3819;105.03
01195;"Vô Điếm";Xã;034;22.3678;104.935
01198;"Việt Hồng";Xã;034;22.3664;104.787
01201;"Hùng An";Xã;034;22.3489;104.852
01204;"Đức Xuân";Xã;034;22.3142;105.014
01207;"Tiên Kiều";Xã;034;22.3136;104.816
01210;"Vĩnh Hảo";Xã;034;22.2536;104.867
01213;"Vĩnh Phúc";Xã;034;22.2511;104.791
01216;"Đồng Yên";Xã;034;22.2069;104.804
01219;"Đông Thành";Xã;034;22.2139;104.851
01222;"Xuân Minh";Xã;035;22.5008;104.752
01225;"Tiên Nguyên";Xã;035;22.5017;104.669
01228;"Tân Nam";Xã;035;22.4889;104.586
01231;"Bản Rịa";Xã;035;22.4503;104.483
01234;"Yên Thành";Xã;035;22.4256;104.533
01237;"Yên Bình";"Thị Trấn";035;22.4014;104.6
01240;"Tân Trịnh";Xã;035;22.4161;104.742
01243;"Tân Bắc";Xã;035;22.4256;104.712
01246;"Bằng Lang";Xã;035;22.3633;104.635
01249;"Yên Hà";Xã;035;22.3411;104.705
01252;"Hương Sơn";Xã;035;22.3153;104.758
01255;"Xuân Giang";Xã;035;22.3144;104.64
01258;"Nà Khương";Xã;035;22.2806;104.575
01261;"Tiên Yên";Xã;035;22.2889;104.705
01264;"Vĩ Thượng";Xã;035;22.2364;104.736
01267;"Sông Hiến";Phường;040;22.6631;106.232
01270;"Sông Bằng";Phường;040;22.6647;106.275
01273;"Hợp Giang";Phường;040;22.6658;106.257
01276;"Tân Giang";Phường;040;22.6442;106.265
01279;"Ngọc Xuân";Phường;040;22.6861;106.249
01282;"Đề Thám";Phường;040;22.6706;106.217
01285;"Hoà Chung";Phường;040;22.6453;106.246
01288;"Duyệt Trung";Phường;040;22.6292;106.289
01290;"Pác Mi Ầu";"Thị Trấn";042;NULL;NULL
01291;"Đức Hạnh";Xã;042;23.045;105.536
01294;"Lý Bôn";Xã;042;22.9461;105.508
01296;"Nam Cao";Xã;042;NULL;NULL
01297;"Nam Quang";Xã;042;22.92;105.443
01300;"Vĩnh Quang";Xã;042;22.8883;105.586
01303;"Quảng Lâm";Xã;042;22.8622;105.363
01304;"Thạch Lâm";Xã;042;NULL;NULL
01306;"Tân Việt";Xã;042;22.8514;105.439
01309;"Vĩnh Phong";Xã;042;22.8364;105.582
01312;"Mông Ân";Xã;042;22.8211;105.501
01315;"Thái Học";Xã;042;22.7458;103.556
01316;"Thái Sơn";Xã;042;NULL;NULL
01318;"Yên Thổ";Xã;042;22.6942;105.53
01321;"Bảo Lạc";"Thị Trấn";043;22.9461;105.677
01324;"Cốc Pàng";Xã;043;23.0383;105.619
01327;"Thượng Hà";Xã;043;23.0067;105.684
01330;"Cô Ba";Xã;043;22.9978;105.739
01333;"Bảo Toàn";Xã;043;22.9589;105.597
01336;"Khánh Xuân";Xã;043;22.9564;105.795
01339;"Xuân Trường";Xã;043;22.9247;105.819
01342;"Hồng Trị";Xã;043;22.8853;105.669
01343;"Kim Cúc";Xã;043;NULL;NULL
01345;"Phan Thanh";Xã;043;22.8911;105.746
01348;"Hồng An";Xã;043;22.8372;105.834
01351;"Hưng Đạo";Xã;043;22.8161;105.676
01352;"Hưng Thịnh";Xã;043;NULL;NULL
01354;"Huy Giáp";Xã;043;22.8156;105.777
01357;"Đình Phùng";Xã;043;22.7658;105.789
01359;"Sơn Lập";Xã;043;NULL;NULL
01360;"Sơn Lộ";Xã;043;22.7311;105.653
01363;"Thông Nông";"Thị Trấn";044;22.7808;105.981
01366;"Cần Yên";Xã;044;22.9133;105.895
01367;"Cần Nông";Xã;044;NULL;NULL
01369;"Vị Quang";Xã;044;22.9144;105.95
01372;"Lương Thông";Xã;044;22.8611;105.933
01375;"Đa Thông";Xã;044;22.8081;105.974
01378;"Ngọc Động";Xã;044;22.7975;105.928
01381;"Yên Sơn";Xã;044;22.7808;105.895
01384;"Lương Can";Xã;044;22.7619;106.016
01387;"Thanh Long";Xã;044;22.7428;105.951
01390;"Bình Lãng";Xã;044;22.715;105.983
01392;"Xuân Hoà";"Thị Trấn";045;NULL;NULL
01393;"Lũng Nặm";Xã;045;22.9614;106.103
01396;"Kéo Yên";Xã;045;22.9469;106.074
01399;"Trường Hà";Xã;045;22.9611;106.042
01402;"Vân An";Xã;045;22.9722;106.144
01405;"Cải Viên";Xã;045;22.9689;106.191
01408;"Nà Sác";Xã;045;22.9314;106.023
01411;"Nội Thôn";Xã;045;22.9375;106.176
01414;"Tổng Cọt";Xã;045;22.9197;106.224
01417;"Sóc Hà";Xã;045;22.9156;105.99
01420;"Thượng Thôn";Xã;045;22.8997;106.138
01423;"Vần Dính";Xã;045;22.8928;106.074
01426;"Hồng Sĩ";Xã;045;22.8761;106.162
01429;"Sĩ Hai";Xã;045;22.8739;106.194
01432;"Quý Quân";Xã;045;22.86;106.02
01435;"Mã Ba";Xã;045;22.8483;106.19
01438;"Phù Ngọc";Xã;045;22.8425;106.131
01441;"Đào Ngạn";Xã;045;22.8447;106.096
01444;"Hạ Thôn";Xã;045;22.8169;106.183
01447;"Hùng Quốc";"Thị Trấn";046;22.8472;106.317
01450;"Cô Mười";Xã;046;22.8781;106.254
01453;"Tri Phương";Xã;046;22.8617;106.393
01456;"Quang Hán";Xã;046;22.8383;106.296
01459;"Quang Vinh";Xã;046;22.8342;106.244
01462;"Xuân Nội";Xã;046;22.8208;106.371
01465;"Quang Trung";Xã;046;22.8292;106.413
01468;"Lưu Ngọc";Xã;046;22.7992;106.263
01471;"Cao Chương";Xã;046;22.7931;106.329
01474;"Quốc Toản";Xã;046;22.7361;106.323
01477;"Trùng Khánh";"Thị Trấn";047;22.8317;106.527
01480;"Ngọc Khê";Xã;047;22.9;106.56
